question,category,ai_intent,ai_medical_relevance
MSc Medical education,courses,information_seeking,medium
Back year ki cut off kya thi,admissions,information_seeking,medium
app link,general,information_seeking,high
Kgmu dialysis technician result,exams,information_seeking,high
How to take admission in paramedical course,admissions,information_seeking,medium
OPD me marij ko kaise dikhaenge,opd,scheduling,high
Obc ke 100 aaye to selection ho skta hai,general,information_seeking,medium
Is there vacancy for nursing tutor,courses,information_seeking,medium
DMLT ME ADMISSON CHAHTA HU KAB SE FORM BHARE JAYENGE SIR,general,scheduling,medium
Myuje.apna.opd.me.ragifran.karna.hay,opd,information_seeking,medium
i need my admit card,general,information_seeking,high
can i get job of physio,career,information_seeking,medium
Give link to register new patient,general,information_seeking,high
Best oncology Doctor name in kgmu,faculty,information_seeking,high
B pharm available or not,general,information_seeking,medium
Kgmu me DOTT me admission kaise le,admissions,information_seeking,high
Report dekhna hai hame,general,information_seeking,medium
How to get admission in diploma of dialysis technician,admissions,information_seeking,high
Skin ke Dr hai ya nhi kgmu me,general,information_seeking,high
Dr schedule,general,scheduling,high
All information,general,information_seeking,high
Mujhe dental technician ka course karna hai,courses,information_seeking,medium
Any update regarding Kgmu nursing officer exam ... Why this much need the govt,exams,information_seeking,medium
Can I book through what’s app ?,appointment,scheduling,medium
Pr maine suna h kgmu me abhi 2026 tak merit pr admission ho rahe h next year se nhi honge,admissions,information_seeking,medium
Dr Apjit kaur,general,information_seeking,high
Orthopadic doctor,departments,information_seeking,high
I want to get addmision in KGMU,general,information_seeking,medium
Mujhe bsc nursing me admission Lena h,admissions,information_seeking,medium
How many chances I have to get kgmu,general,information_seeking,medium
Kgmu lab report,general,information_seeking,medium
OT assistant results kab aayega,general,scheduling,high
I want to appointment of doctor us pal,appointment,scheduling,high
Can I know the admission process,admissions,information_seeking,medium
Kya aaj lary close rahega,general,information_seeking,medium
केजीएमयू में एमबीबीएस ऐडमिशन कैसे लें स्टेप बाय स्टेप जानकारी दें,general,information_seeking,high
Aaj new OPD open hai ya close hai,opd,scheduling,high
DPHARMA ADMISSION LINK,admissions,information_seeking,medium
Hlo sir My name is khushboo can i help me lab technician job opportunity,career,information_seeking,medium
"Aaj 31st march mahavir jayanti hai, kya ENT OPD open rahegi",opd,scheduling,high
How to download lab reports,general,information_seeking,high
KGMU me bioinformatics ya research assistant ki vacancies kab aati hain?” “Kya KGMU me contractual jobs ya project-based jobs available hoti hain MSc students ke liye?” “Latest recruitment notifications kaise check kar sakte hain?”,courses,information_seeking,medium
Kya waha theek ho jayenge,general,information_seeking,high
what is the cretirea for admission,admissions,information_seeking,medium
उस पर जानकारी नहीं है,general,information_seeking,high
Bpt admission through neet,admissions,information_seeking,medium
"How I admit a emergency patient in lari hospital, lucknow",emergency,information_seeking,high
Pharmacist kgmu result link,exams,information_seeking,medium
online entrance form kb tk bhar skte h last date kya h,admissions,scheduling,medium
If all medical conditions are ok even daily sugar charting is normal but hba1c is 8.1%. Is this 65 year old lady can be taken for surgery.please tell me,departments,information_seeking,high
Hematology department ka appointment chaiye,appointment,scheduling,high
Arthrology department,departments,information_seeking,high
I want to book my appointment in department of neurology,appointment,scheduling,high
Sir technician leave 6 ka exam hua hai uska result kab rha hai,exams,scheduling,medium
Kgmu Lucknow me MSc microbiology me admission kaise hota hai?,admissions,information_seeking,medium
"need icu bed for one patient, he is addmitted in KGMU and in urgent need of icu",emergency,information_seeking,high
I want to do the internship in clinical psychology,general,information_seeking,high
Kgmu mai ot technician ke admission abhi ho nahi rahe h kya,admissions,information_seeking,medium
Lab technician,general,information_seeking,medium
Emergency doctor,emergency,information_seeking,high
Sms bhej diya hai abb iske aage ka kya process hai,general,information_seeking,high
Gap certificate named after kgmu or kgmc for nursing admission,admissions,information_seeking,high
Orthopedic doctor,departments,information_seeking,high
Mujhe aak admission Lena hai diploma in x-ray mai to kay karna hoga aur kab form aayega,admissions,information_seeking,high
Neuro appointment opd,opd,scheduling,high
In this no. Call she said found appointment after one month,appointment,scheduling,high
Fee structure of KGMU,fees,information_seeking,medium
Bds Admission process without Counselling,admissions,information_seeking,medium
I want opd appointment for tomorrow,opd,scheduling,high
Dott karne ke liye admission kaise le,admissions,information_seeking,medium
Diabetes,general,information_seeking,high
Kgmu me b. Sc nursing me admission kab hota hai,admissions,scheduling,medium
When will the admission form started from bachelor of dialysis technology ?,admissions,scheduling,high
Kgmu nursing tutor ki vaccancy ayi hai kya,courses,information_seeking,medium
How to get admission in MHA,admissions,information_seeking,medium
I want to apply in diploma in radiology,departments,information_seeking,medium
Nursing officer post k liye,courses,information_seeking,medium
Kindly tell me Dr seema Mehrotra opd day,opd,information_seeking,high
Kgmu pharmacist score list,departments,information_seeking,high
Specific days of specific doctors,general,scheduling,high
Kya kgmu me ot technician ki requirement h,general,information_seeking,high
Dr sumit rounti new opd,opd,information_seeking,high
radiology diploma,departments,information_seeking,medium
Muje kgmu main nukri ke liya kya krna hoga,general,information_seeking,medium
What is time for booking appointment online.,appointment,scheduling,medium
Kya university m post basic bsc nursing ka course hai,courses,information_seeking,high
Book an appointment for Monday so verma,appointment,scheduling,medium
Opd incharge of cardio thoracic vascular surgery on tuesday,opd,information_seeking,high
I want to take opd appointment for tomorrow in neurology,opd,scheduling,high
Phone number par blood test report kaise mile gi,contact,information_seeking,high
Maine kgmu ka appointment liya hai online kya mujhe opd me Jake line bhi lagana padega ?,opd,information_seeking,high
Respaction wali post exam 3 April 20206 ko huwa,exams,information_seeking,medium
गुर्दा Speclict opd,opd,information_seeking,high
ENT department,departments,information_seeking,high
Ott course ke entrance exam ki registration,appointment,navigation,high
How I meet orthopedic surgery,departments,information_seeking,high
Appointment how can i take via mobile,appointment,scheduling,high
Nursing officer job,courses,information_seeking,medium
When the result will be declared non technical post like pharmacist,exams,scheduling,high
I want to know all info about dmlt course,courses,information_seeking,medium
I am class 12th student I want to pursue bsc radiology from kGMU how I have to register for that exam,exams,information_seeking,high
How can I get addmission in kgmu for BSC nursing,courses,information_seeking,medium
Bina interest exam ke addmission nahi mil skta hai,exams,information_seeking,medium
